Date of Occurrence,Time of Occurrence,latitude,longitude,Distance from Police Station,Station,Crime Type,DateTime,hour,day_of_week,is_night,month,year,TimeOfDay,Crime_Mischief,Crime_Wrongful Restraint and Confinement,Crime_Robbery and Dacoity,Crime_Gambling-related offenses,Crime_Offences Relating to Documents,Crime_Weights & Measures,Crime_Coin & Govt Stamps,Crime_Intimidation & Annoyance,Crime_Cheating,Crime_Theft,Crime_Marriage-related Offences,Crime_Criminal Trespass,Crime_Safety,Crime_Public Servants,Crime_Offences against the State,Crime_Public Tranquillity,Crime_Traffic violations and motor vehicle offenses,Crime_Offences Affecting Life,Crime_Kidnapping,Crime_Damage to public property,Crime_Slavery and Forced Labour,Crime_Alcohol prohibition violations,Crime_Attempts to Commit Offences,Crime_Criminal Force and Assault,Crime_Cybercrimes and digital fraud,Crime_General Exceptions,Crime_Elections & Authority,Crime_Public Health,Crime_Unknown,Crime_Police-related offenses and misconduct,Crime_General criminal offenses,Crime_False Evidence & Justice,Crime_Abduction,Crime_Drug trafficking and substance abuse,Crime_Criminal Breach of Trust,Crime_Copyright infringement and intellectual property violations,Crime_Extortion,Crime_State-specific motor vehicle violations,Crime_Public safety violations,Crime_Hurt,Crime_Of Abetment,Crime_Criminal Conspiracy,CrimeSeverity,hour_normalized,day_of_week_normalized,Distance from Police Station_normalized
23-12-2023,22:49:00,18.45064134,73.85127611,3.0,1,"Elections & Authority, Public Health, Safety, Offences against the State, Of Abetment, Traffic violations and motor vehicle offenses",2023-12-23 22:49:00,22,5,1,12,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Very High,1.0320513967273839,1.0898315722898122,0.5115249375652409
12-12-2023,00:54:00,18.45929156,73.85724128,0.5,1,"Intimidation & Annoyance, Hurt",2023-12-12 00:54:00,0,1,1,12,2023,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Moderate,-1.7180640130306657,-0.9809879581558746,-0.9104006348203376
22-11-2023,03:31:00,18.45876527,73.8548423,4.0,1,"Police-related offenses and misconduct, Offences against the State",2023-11-22 03:31:00,3,2,1,11,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Very High,-1.3430482753363862,-0.4632830755444529,1.0802951665194722
28-11-2023,10:56:00,18.43166223,73.85889201,3.0,1,Theft,2023-11-28 10:56:00,10,1,0,11,2023,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,-0.46801155404973416,-0.9809879581558746,0.5115249375652409
29-12-2023,16:17:00,18.45697611,73.82925718,3.0,1,"Public Health, Safety, Offences Affecting Life",2023-12-29 16:17:00,16,4,0,12,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very High,0.2820199213388248,0.5721266896783905,0.5115249375652409
15-11-2023,00:42:00,18.45377605,73.83964619,4.0,1,"Intimidation & Annoyance, Hurt",2023-11-15 00:42:00,0,2,1,11,2023,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Very High,-1.7180640130306657,-0.4632830755444529,1.0802951665194722
20-12-2023,20:09:00,18.44940364,73.84007441,3.0,1,"Criminal Trespass, Intimidation & Annoyance, Mischief",2023-12-20 20:09:00,20,2,1,12,2023,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,0.7820409049311975,-0.4632830755444529,0.5115249375652409
20-12-2023,13:45:00,18.45816003,73.84014134,3.0,1,"Cybercrimes and digital fraud, Cheating",2023-12-20 13:45:00,13,2,0,12,2023,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,-0.09299581635545465,-0.4632830755444529,0.5115249375652409
01-10-2023,00:34:00,18.46387437,73.83280332,4.0,1,"Elections & Authority, Public Health, Safety, Of Abetment, Traffic violations and motor vehicle offenses, Offences Affecting Life",2023-10-01 00:34:00,0,6,1,10,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Very High,-1.7180640130306657,1.607536454901234,1.0802951665194722
20-12-2023,23:23:00,18.45564919,73.84010641,4.0,1,"Elections & Authority, Public Health, Safety, Offences against the State, Of Abetment, Traffic violations and motor vehicle offenses",2023-12-20 23:23:00,23,2,1,12,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Very High,1.157056642625477,-0.4632830755444529,1.0802951665194722
15-12-2023,13:33:00,18.45612375,73.83388631,3.0,1,"Cybercrimes and digital fraud, Cheating",2023-12-15 13:33:00,13,4,0,12,2023,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,-0.09299581635545465,0.5721266896783905,0.5115249375652409
04-12-2023,23:23:00,18.45737137,73.85250358,1.0,1,Public Tranquillity,2023-12-04 23:23:00,23,0,1,12,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,1.157056642625477,-1.4986928407672964,-0.6260155203432219
16-12-2023,22:41:00,18.46401607,73.83247592,4.0,1,Theft,2023-12-16 22:41:00,22,5,1,12,2023,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,1.0320513967273839,1.0898315722898122,1.0802951665194722
22-12-2023,22:49:00,18.49964223,73.9386816,1.0,2,"Kidnapping, Abduction, Slavery and Forced Labour",2023-12-22 22:49:00,22,4,1,12,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,High,1.0320513967273839,0.5721266896783905,-0.6260155203432219
01-10-2023,09:54:00,18.48580145,73.95423587,5.0,2,"Intimidation & Annoyance, Hurt",2023-10-01 09:54:00,9,6,0,10,2023,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Very High,-0.5930167999478273,1.607536454901234,1.6490653954737038
11-12-2023,22:28:00,18.47650449,73.97506986,8.0,2,Alcohol prohibition violations,2023-12-11 22:28:00,22,0,1,12,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,1.0320513967273839,-1.4986928407672964,3.3553760823363983
19-12-2023,07:48:00,18.47741776,73.85748448,5.0,2,"Hurt, Mischief, Intimidation & Annoyance, Public Tranquillity",2023-12-19 07:48:00,7,1,0,12,2023,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Very High,-0.8430272917440136,-0.9809879581558746,1.6490653954737038
02-10-2023,16:33:00,18.47527983,73.97945257,4.0,2,Theft,2023-10-02 16:33:00,16,0,0,10,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.2820199213388248,-1.4986928407672964,1.0802951665194722
13-12-2023,16:06:00,18.50290724,73.92056455,4.0,2,Theft,2023-12-13 16:06:00,16,2,0,12,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.2820199213388248,-0.4632830755444529,1.0802951665194722
19-12-2023,19:41:00,18.4545046,73.93079017,7.0,2,"Elections & Authority, Public Health, Safety, State-specific motor vehicle violations, Of Abetment, Hurt",2023-12-19 19:41:00,19,1,1,12,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,Very High,0.6570356590331043,-0.9809879581558746,2.786605853382167
18-12-2023,15:20:00,18.48579849,73.95583267,3.0,2,Theft,2023-12-18 15:20:00,15,0,0,12,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.15701467544073167,-1.4986928407672964,0.5115249375652409
13-12-2023,06:22:00,18.47591678,73.98418651,8.0,2,"Police-related offenses and misconduct, Public Tranquillity, Intimidation & Annoyance, Offences against the State, Offences Affecting Life, Hurt",2023-12-13 06:22:00,6,2,0,12,2023,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Very High,-0.9680325376421067,-0.4632830755444529,3.3553760823363983
02-10-2023,20:14:00,18.47622206,73.98489461,3.0,2,Theft,2023-10-02 20:14:00,20,0,1,10,2023,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.7820409049311975,-1.4986928407672964,0.5115249375652409
27-12-2023,15:20:00,18.49688056,73.97415508,20.0,2,"Public Health, Safety, Offences against the State, Hurt, Traffic violations and motor vehicle offenses",2023-12-27 15:20:00,15,2,0,12,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Very High,0.15701467544073167,-0.4632830755444529,10.180618829787175
11-12-2023,10:39:00,18.71871275,74.04545841,3.0,2,"Intimidation & Annoyance, Hurt",2023-12-11 10:39:00,10,0,0,12,2023,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,-0.46801155404973416,-1.4986928407672964,0.5115249375652409
22-12-2023,23:50:00,18.50260046,73.93895232,2.0,2,"Elections & Authority, Public Health, Safety, Offences against the State, Traffic violations and motor vehicle offenses, Hurt",2023-12-22 23:50:00,23,4,1,12,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Very High,1.157056642625477,0.5721266896783905,-0.05724529138899054
30-12-2023,19:44:00,18.50512821,73.95445267,5.0,2,"Criminal Force and Assault, Intimidation & Annoyance, Hurt",2023-12-30 19:44:00,19,5,1,12,2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Very High,0.6570356590331043,1.0898315722898122,1.6490653954737038
08-12-2023,21:50:00,18.48225687,73.93280525,2.0,2,Alcohol prohibition violations,2023-12-08 21:50:00,21,4,1,12,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.9070461508292906,0.5721266896783905,-0.05724529138899054
31-12-2023,13:27:00,18.43798582,73.84669965,2.0,2,Alcohol prohibition violations,2023-12-31 13:27:00,13,6,0,12,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,-0.09299581635545465,1.607536454901234,-0.05724529138899054
20-12-2023,17:20:00,18.51319634,73.94617607,2.0,2,"Cybercrimes and digital fraud, Cheating",2023-12-20 17:20:00,17,2,0,12,2023,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,0.407025167236918,-0.4632830755444529,-0.05724529138899054
09-12-2023,03:20:00,18.47681317,73.96121028,5.0,2,Theft,2023-12-09 03:20:00,3,5,1,12,2023,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,-1.3430482753363862,1.0898315722898122,1.6490653954737038
24-03-2023,19:19:00,18.47509426,73.97729457,2.0,2,"Criminal Trespass, Theft",2023-03-24 19:19:00,19,4,1,3,2023,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.6570356590331043,0.5721266896783905,-0.05724529138899054
29-03-2023,18:35:00,18.47501739,73.97797431,1.0,2,"Police-related offenses and misconduct, Hurt, Offences against the State, Wrongful Restraint and Confinement, Offences Affecting Life, Intimidation & Annoyance",2023-03-29 18:35:00,18,2,1,3,2023,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,High,0.5320304131350112,-0.4632830755444529,-0.6260155203432219
31-03-2023,20:35:00,18.52762578,73.97967086,4.0,2,"Public Health, Safety, Offences Affecting Life, Offences against the State, Traffic violations and motor vehicle offenses",2023-03-31 20:35:00,20,4,1,3,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very High,0.7820409049311975,0.5721266896783905,1.0802951665194722
21-03-2023,15:45:00,18.49992848,73.92594872,2.0,2,Theft,2023-03-21 15:45:00,15,1,0,3,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.15701467544073167,-0.9809879581558746,-0.05724529138899054
31-03-2023,03:28:00,18.48505192,73.95379177,4.0,2,"Intimidation & Annoyance, Hurt",2023-03-31 03:28:00,3,4,1,3,2023,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Very High,-1.3430482753363862,0.5721266896783905,1.0802951665194722
20-03-2023,03:48:00,18.51911587,73.93401035,3.0,2,Unknown,2023-03-20 03:48:00,3,0,1,3,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,-1.3430482753363862,-1.4986928407672964,0.5115249375652409
23-03-2023,22:18:00,18.50265359,73.93879513,2.0,2,Theft,2023-03-23 22:18:00,22,3,1,3,2023,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,1.0320513967273839,0.05442180706696883,-0.05724529138899054
31-03-2023,23:38:00,18.49608849,73.93153691,3.0,2,Gambling-related offenses,2023-03-31 23:38:00,23,4,1,3,2023,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,1.157056642625477,0.5721266896783905,0.5115249375652409
19-03-2023,06:11:00,18.49675927,73.92647368,2.0,2,"Intimidation & Annoyance, Hurt",2023-03-19 06:11:00,6,6,0,3,2023,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,-0.9680325376421067,1.607536454901234,-0.05724529138899054
28-03-2023,02:01:00,18.49785578,73.9397726,2.0,2,Alcohol prohibition violations,2023-03-28 02:01:00,2,1,1,3,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,-1.4680535212344794,-0.9809879581558746,-0.05724529138899054
21-03-2023,19:36:00,18.48987568,73.95907488,2.0,2,Theft,2023-03-21 19:36:00,19,1,1,3,2023,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.6570356590331043,-0.9809879581558746,-0.05724529138899054
20-03-2023,21:38:00,18.51387317,73.9762077,6.0,2,Theft,2023-03-20 21:38:00,21,0,1,3,2023,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,0.9070461508292906,-1.4986928407672964,2.217835624427935
26-03-2023,02:37:00,18.50331217,73.93542912,2.0,2,Theft,2023-03-26 02:37:00,2,6,1,3,2023,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,-1.4680535212344794,1.607536454901234,-0.05724529138899054
20-03-2023,14:56:00,18.50379474,73.93695824,1.0,2,Theft,2023-03-20 14:56:00,14,0,0,3,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,0.03200942954263851,-1.4986928407672964,-0.6260155203432219
28-03-2023,02:36:00,18.47310534,73.9773158,3.0,2,Alcohol prohibition violations,2023-03-28 02:36:00,2,1,1,3,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,-1.4680535212344794,-0.9809879581558746,0.5115249375652409
19-03-2023,03:25:00,18.49779935,73.92359165,4.0,2,Unknown,2023-03-19 03:25:00,3,6,1,3,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,-1.3430482753363862,1.607536454901234,1.0802951665194722
25-03-2023,19:42:00,18.4950388,73.94915611,3.0,2,Theft,2023-03-25 19:42:00,19,5,1,3,2023,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.6570356590331043,1.0898315722898122,0.5115249375652409
30-06-2023,21:36:00,18.49587841,73.94518933,2.0,2,Theft,2023-06-30 21:36:00,21,4,1,6,2023,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.9070461508292906,0.5721266896783905,-0.05724529138899054
27-06-2023,14:24:00,18.50684075,73.91827169,4.0,2,"Elections & Authority, Public Health, Safety, Of Abetment, False Evidence & Justice, Traffic violations and motor vehicle offenses, Offences Affecting Life, Hurt",2023-06-27 14:24:00,14,1,0,6,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,Very High,0.03200942954263851,-0.9809879581558746,1.0802951665194722
04-04-2023,00:03:00,18.4908504,73.95875145,4.0,2,Alcohol prohibition violations,2023-04-04 00:03:00,0,1,1,4,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,-1.7180640130306657,-0.9809879581558746,1.0802951665194722
29-06-2023,01:04:00,18.49626256,73.96998723,4.0,2,"Police-related offenses and misconduct, Offences against the State, Mischief, Robbery and Dacoity, Intimidation & Annoyance",2023-06-29 01:04:00,1,3,1,6,2023,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Very High,-1.5930587671325727,0.05442180706696883,1.0802951665194722
03-04-2023,02:29:00,18.50030478,73.94241101,1.0,2,Theft,2023-04-03 02:29:00,2,0,1,4,2023,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very Low,-1.4680535212344794,-1.4986928407672964,-0.6260155203432219
03-04-2023,12:43:00,18.50443114,73.91980086,4.0,2,"Elections & Authority, Public Health, Safety, Offences against the State, Of Abetment, Traffic violations and motor vehicle offenses, Hurt",2023-04-03 12:43:00,12,0,0,4,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Very High,-0.21800106225354782,-1.4986928407672964,1.0802951665194722
29-06-2023,00:21:00,18.49181739,73.93480872,3.0,2,Theft,2023-06-29 00:21:00,0,3,1,6,2023,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,-1.7180640130306657,0.05442180706696883,0.5115249375652409
01-04-2023,01:05:00,18.52623638,73.95493377,6.0,2,Theft,2023-04-01 01:05:00,1,5,1,4,2023,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,-1.5930587671325727,1.0898315722898122,2.217835624427935
30-06-2023,03:26:00,18.50519886,73.96420894,4.0,2,"Cybercrimes and digital fraud, Cheating",2023-06-30 03:26:00,3,4,1,6,2023,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,-1.3430482753363862,0.5721266896783905,1.0802951665194722
04-04-2023,17:39:00,18.46514394,73.96190367,3.0,2,"Criminal Trespass, Theft",2023-04-04 17:39:00,17,1,0,4,2023,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.407025167236918,-0.9809879581558746,0.5115249375652409
05-04-2023,14:35:00,18.49667751,73.94335844,3.0,2,Theft,2023-04-05 14:35:00,14,2,0,4,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,0.03200942954263851,-0.4632830755444529,0.5115249375652409
04-04-2023,02:57:00,18.50019752,73.94469047,2.0,2,"Elections & Authority, Public Health, Safety, Of Abetment, Traffic violations and motor vehicle offenses, Hurt",2023-04-04 02:57:00,2,1,1,4,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,High,-1.4680535212344794,-0.9809879581558746,-0.05724529138899054
27-06-2023,14:24:00,18.50684075,73.91827169,4.0,2,"Elections & Authority, Public Health, Safety, Of Abetment, False Evidence & Justice, Traffic violations and motor vehicle offenses, Offences Affecting Life, Hurt",2023-06-27 14:24:00,14,1,0,6,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,Very High,0.03200942954263851,-0.9809879581558746,1.0802951665194722
01-04-2023,00:40:00,18.50019752,73.94469047,3.0,2,Unknown,2023-04-01 00:40:00,0,5,1,4,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,-1.7180640130306657,1.0898315722898122,0.5115249375652409
01-04-2023,23:33:00,18.50575305,73.95424035,2.0,2,Theft,2023-04-01 23:33:00,23,5,1,4,2023,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,1.157056642625477,1.0898315722898122,-0.05724529138899054
02-04-2023,20:09:00,18.5034148,73.94720922,1.0,2,Hurt,2023-04-02 20:09:00,20,6,1,4,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Moderate,0.7820409049311975,1.607536454901234,-0.6260155203432219
01-04-2023,03:50:00,18.51561228,73.91807818,3.0,2,"Intimidation & Annoyance, Hurt",2023-04-01 03:50:00,3,5,1,4,2023,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,-1.3430482753363862,1.0898315722898122,0.5115249375652409
29-06-2023,18:33:00,18.526279,73.9549871,5.0,2,Theft,2023-06-29 18:33:00,18,3,1,6,2023,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,0.5320304131350112,0.05442180706696883,1.6490653954737038
18-09-2023,08:55:00,18.51008371,73.94130311,4.0,2,"Mischief, Hurt",2023-09-18 08:55:00,8,0,0,9,2023,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Very High,-0.7180220458459204,-1.4986928407672964,1.0802951665194722
16-09-2023,01:05:00,18.48865493,73.93884768,5.0,2,Alcohol prohibition violations,2023-09-16 01:05:00,1,5,1,9,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,-1.5930587671325727,1.0898315722898122,1.6490653954737038
20-09-2023,19:33:00,18.4964806,73.92661103,4.0,2,"Criminal Breach of Trust, Intimidation & Annoyance, Cheating",2023-09-20 19:33:00,19,2,1,9,2023,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Moderate,0.6570356590331043,-0.4632830755444529,1.0802951665194722
